id,source,title,year,journal,doi,pmid,abstract,include
147,pubmed,Public Risk-Taking and Rewards During the COVID-19 Pandemic - A Case Study of Remdesivir in the Context of Global Health Equity.,2022,International journal of health policy and management,10.34172/ijhpm.2020.166,32945638,"Public investment, through both research grants and university funding, plays a crucial role in the research and development (R&D) of novel health technologies, including diagnostics, therapies, and vaccines, to address the coronavirus disease 2019 (COVID-19) pandemic. Using the example of remdesivir, one of the most promising COVID-19 treatments, this paper traces back public contributions to different stages of the innovation process. Applying the Risk-Reward Nexus framework to the R&D of remdesivir, we analyse the role of the public in risk-taking and reward and address inequities in the bi",
148,pubmed,"[Rapid diagnosis of sexually transmitted infections : Joint statement of DSTIG, RKI, and PEI, as well as the reference centers for HIV, HBV, and HCV and consulting laboratories for Chlamydia, gonococci, and Treponema pallidum].",2020,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",10.1007/s00103-020-03218-4,32930821,"In February 2019, the fourth expert meeting on rapid diagnostic tests (RDTs) for sexually transmitted infections (STI) was held at the Robert Koch Institute (RKI) in Berlin. Novel technical developments and new aspects of RDT applications were discussed by representatives from the German STI Society (DSTIG); RKI; the Paul Ehrlich Institute; national reference centers for HIV, HBV, and HCV; and reference laboratories for Chlamydia, gonococci, and Treponema pallidum.As a result of this meeting, we present a revision of the joint statement on STI diagnostics with RDTs from 2017. The Regulation (E",
149,pubmed,Stability of misoprostol tablets collected in Malawi and Rwanda: Importance of intact primary packaging.,2020,PloS one,10.1371/journal.pone.0238628,32877459,"Misoprostol is listed in the WHO essential medicines list and can be used for induction of labour, for prevention and treatment of post-partum haemorrhage, and for abortions. The compound is unstable, and substandard misoprostol preparations have been detected in low- and middle-income countries. We now investigated the stability of misoprostol tablets according to the international guidelines for stability testing of pharmaceutical products. Three brands (four batches) of misoprostol tablets were collected in Malawi and Rwanda: the originator product, a WHO-prequalified product, and a generic",
150,pubmed,Implementation of a Framework for an Abridged Review Using Good Reliance Practices: Optimising the Medicine Regulatory Review Process in South Africa.,2021,Therapeutic innovation & regulatory science,10.1007/s43441-020-00144-0,32865802,"This study sought to identify criteria and current practices for implementing an abridged review process and understanding barriers and enablers in utilizing reliance models and to offer recommendations for the implementation of an abridged review process in South Africa based on good reliance practices (GRelP). A questionnaire was completed by six national regulatory authorities (NRAs) to determine criteria and current practices for implementing an abridged review process. In addition, two focus group discussions were conducted on the practical implementation of an abridged review process bas",
151,pubmed,U.S. Food and Drug Administration: Initial Experience with the Real-Time Oncology Review Program.,2022,Clinical cancer research : an official journal of the American Association for Cancer Research,10.1158/1078-0432.CCR-20-2220,32816899,"The FDA Oncology Center of Excellence commenced the Real-Time Oncology Review (RTOR) pilot project in February 2018 to facilitate earlier submission of topline results and datasets to support an earlier start to the FDA application review. RTOR was initially begun to support supplemental drug applications to add new indications, dosing regimens, or other clinical information to the prescribing information, but was later expanded to include original new drug applications and biological license applications for new molecular entities (NME). From February 2018 to April 2020, RTOR was used to supp",
152,pubmed,The WHO Global Benchmarking Tool: a game changer for strengthening national regulatory capacity.,2021,BMJ global health,10.1136/bmjgh-2020-003181,32784212,"Many low-income and middle-income countries lack the capacity to effectively and efficiently regulate medical products in their countries. To support countries in strengthening their capacity, WHO has developed the Global Benchmarking Tool (GBT) as the global standard for objectively assessing regulatory capacity for medicines and vaccines. The GBT is a game changer because it is the first globally accepted tool for assessing and strengthening national regulatory authorities. The inclusion of an institutional development plan in the GBT methodology provides context-specific actionable steps co",
153,pubmed,Stability of Oxytocin Preparations in Malawi and Rwanda: Stabilizing Effect of Chlorobutanol.,2020,The American journal of tropical medicine and hygiene,10.4269/ajtmh.20-0255,32748770,"Oxytocin is used for the prevention and treatment of postpartum hemorrhage, the leading cause of maternal mortality in low- and middle-income countries. Because of the high instability of oxytocin, most products are labeled for storage at 2-8°C. Some other products are on the market which are labeled for non-refrigerated storage, but independent evaluations of their stability hardly exist. In the present study, seven brands (nine batches) of oxytocin were purchased from wholesalers and medical stores in Malawi and Rwanda and investigated by accelerated stability testing according to the ICH/WH",
154,pubmed,A survey of nongovernmental organizations on their use of WHO's prequalification programme.,2020,Bulletin of the World Health Organization,10.2471/BLT.19.233882,32514215,"To obtain the perspectives of some small- and medium-sized organizations on the World Health Organization (WHO) prequalification programme for medicines and to ascertain organizations' unmet needs. We conducted an exploratory, qualitative study in 2018 among 17 representatives of 15 small- and medium-sized Belgian and non-Belgian organizations who purchase medicines for humanitarian, development or public programmes in low- and middle-income countries. We used semi-structured interviews to obtain respondents' views and experiences of using WHO prequalification guidance when procuring medicines",
155,pubmed,"Testosterone, sex steroids, and aging in neurodegenerative disease after acquired brain injury: a commentary.",2021,Brain injury,10.1080/02699052.2020.1763461,32497444,"Traumatic brain injury (TBI) is associated with higher incidence of neurodegenerative disease and the effects of aging appear more pronounced after TBI. This paper examines the potential interaction of aging, TBI, and change in male testosterone production. An abbreviated review of literature documenting hypogonadism after TBI is provided. Potential mechanisms of endocrine dysgrasia associated with aging are reviewed as they relate and interact with endocrine change after TBI in males. These factors align to suggest the need for development of surveillance guidelines for male individuals livin",
156,pubmed,Recent trends in airway management.,2020,F1000Research,10.12688/f1000research.21914.1,32489647,"Clinical airway management continues to advance at a fast pace. To help update busy anesthesiologists, this abbreviated review summarizes notable airway management advances over the past few years. We briefly discuss advances in video laryngoscopy, in flexible intubation scopes, in jet ventilation, and in extracorporeal membrane oxygenation (ECMO). We also discuss noninvasive ventilation in the forms of high-flow nasal cannula apneic oxygenation and ventilation and nasal continuous positive airway pressure (CPAP) masks. Emerging concepts related to airway management, including the physiologica",
157,pubmed,"Medicines for Europe - 13th Pharmacovigilance Conference (January 29, 2020 - Amsterdam, the Netherlands).",2020,"Drugs of today (Barcelona, Spain : 1998)",10.1358/dot.2020.56.2.3140446,32163531,"This year, following the European Medicines Agency (EMA) relocation due to the Brexit process, the 13th Pharmacovigilance Conference organized by Medicines for Europe took place in Amsterdam, the Netherlands. The pharmaceutical industry is usually associated with the development and launch of new drugs for the market, but it is also committed to finding new ways of making existing drugs and processes (e.g., pharmacovigilance [PV]) more efficient and better for patients. In relation to this, a variety of topics were on the agenda at the conference, including updates on the progress of the Eudra",
158,pubmed,From potential to practice: how accelerating access to HPV tests and screen and treat programmes can help eliminate cervical cancer.,2020,Family medicine and community health,10.1136/fmch-2019-000182,32148728,"Human papillomavirus (HPV) vaccination campaigns to prevent cervical cancer are being considered and implemented in countries around the world. While vaccination will protect future generations, it will not help the millions of women currently infected, leading to an estimated 311 000 deaths per year globally. This paper examines a selection of strategies that when applied to both existing and new technologies, could accelerate access to HPV testing. Authors from the US Agency for International Development, the National Institutes of Health, and the Bridge to Health Medical and Dental, a non-g",
159,pubmed,Registration timelines of antiretroviral medicines in Ghana and Kenya.,2021,"AIDS (London, England)",10.1097/QAD.0000000000002514,32073445,": This study examines registration timelines of antiretroviral medicines (ARVs) in Ghana and Kenya, to assess whether prior reviews by the US Food and Drug Administration Tentative Approval or WHO prequalification (WHO/PQP) affect in-country approval timelines. Data were collected from online and national databases. Median in-country review period in Ghana was 9 months compared with 25 months in Kenya. ARVs with Tentative Approval and WHO/PQP status did not benefit from shorter in-country review periods.",
160,pubmed,A Proposed Framework for a Globally Applicable Pragmatic Approach to Using Facilitated Regulatory Pathways.,2021,Therapeutic innovation & regulatory science,10.1007/s43441-019-00029-x,32008253,"As regulatory agencies come under increased pressure to review medicines of critical importance through efficient regulatory systems to provide equitable access, the benefits of using expedited review pathways are being explored. These facilitated regulatory pathways (FRPs) provide a variety of review strategies that can also expedite assessments. Stringent regulatory authorities (SRAs) use primary FRPs to accelerate development or to shorten review time. Some emerging national regulatory authorities can implement primary FRPs but are more likely to use secondary FRPs that rely on or recognize",
161,pubmed,"Usability assessment of seven HIV self-test devices conducted with lay-users in Johannesburg, South Africa.",2020,PloS one,10.1371/journal.pone.0227198,31935228,"The first 90 of the 90-90-90 initiative introduced by the World Health Organization(WHO) in 2015 requires 90% of people with HIV be aware of their status by 2020. In South Africa, conventional facility-based testing had reached 84.9% in 2018; innovative new methods, like HIV self-testing(HIVST) may close the testing gap. This study aimed to determine the usability of seven HIVST kits among untrained South Africans. This cross-sectional study of 1400 adults in Johannesburg evaluated the usability of five blood fingerstick and two oral fluid HIVSTs, using WHO prequalification criteria, from June",
162,pubmed,Initiative for Promoting Affordable and Quality Tuberculosis Tests (IPAQT): a market-shaping intervention in India.,2020,BMJ global health,10.1136/bmjgh-2019-001539,31908854,"A majority of patients with tuberculosis (TB) in India are diagnosed and treated in the private sector. Yet, most private providers do not use most recent WHO-endorsed microbiological tests such as liquid cultures, line probe assays and Xpert MTB/RIF due to a combination of factors such as lack of awareness, misaligned incentives and high prices that are unaffordable for patients. We designed a market-based approach to transform a high-price, low-volume market equilibrium into a low-price, high-volume equilibrium to improve the uptake of these tests. Toward this end, a non-profit consortium of",
163,pubmed,Current and future cholera vaccines.,2021,Vaccine,10.1016/j.vaccine.2019.12.011,31879125,"Cholera remains a major global public health problem that is primarily linked to insufficient access to safe water and proper sanitation. Oral Cholera Vaccine (OCV) has been recommended as an additional public health tool along with WASH in cholera endemic countries and in areas at risk for outbreaks. The new generation OCV is safe and offers good protection in older children and adults while limited protection in younger children less than five years of age has been observed. The combination of direct vaccine protection and vaccine herd immunity effects makes OCV highly cost-effective and, th",
164,pubmed,[Licensing procedures for human vaccines in Germany and Europe and the WHO prequalification program].,2020,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz",10.1007/s00103-019-03059-w,31776598,"Vaccinations are amongst the most important and powerful preventive measures modern medicine has to offer. By their nature, vaccines represent a very complex class of biological medicines. Licensure of novel vaccines is a process conducted on the basis of a comprehensive set of well-defined legal and procedural requirements. The key aim of the regulatory evaluation of vaccines is to confirm their pharmaceutical quality, safety, and efficacy in order to conclude on the positive benefit/risk ratio that is an absolute prerequisite for granting a license.In Europe there exist four types of licensi",
165,pubmed,Generating the Evidence for Typhoid Vaccine Introduction: Considerations for Global Disease Burden Estimates and Vaccine Testing Through Human Challenge.,2020,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,10.1093/cid/ciz630,31612941,"Typhoid fever has had a major impact on human populations, with the causative pathogen Salmonella enterica serovar Typhi implicated in many outbreaks through history. The current burden of disease is estimated at 11-18 million infections annually, with the majority of infections located in Africa and South Asia. Data that have been used to estimate burden are limited to a small number of blood-culture surveillance studies, largely from densely populated urban centers. Extrapolating these data to estimate disease burden within and across countries highlights the lack of precision in global figu",
166,pubmed,Pharmacovigilance capacity strengthening for WHO prequalification: The case of the trivalent influenza vaccine manufactured by Instituto Butantan.,2020,Vaccine,10.1016/j.vaccine.2019.09.082,31590933,"Instituto Butantan is a biomedical research center and vaccine manufacturer affiliated with the São Paulo State Secretary of Health in Brazil. In 2013, Instituto Butantan successfully licensed its trivalent influenza vaccine, in order to support the Brazilian National Immunization Program's influenza vaccination strategy, which was introduced in 1999. In order to respond to the increasing influenza vaccine demand worldwide, Instituto Butantan is undergoing prequalification of its trivalent influenza vaccine by the World Health Organization (WHO). A key requirement of the prequalification revie",
167,pubmed,Access to insulin: applying the concept of security of supply to medicines.,2020,Bulletin of the World Health Organization,10.2471/BLT.18.217612,31551632,"Security of supply of medicines is fundamental to ensure health for all. Furthermore, improving access to medicines is included in sustainable development goal 3. However, the concept of security of supply has mostly been applied to food, water and energy. Diversity of supply, vulnerability to disruption, expenditure, infrastructure, stability of exporting countries, ownership of production, price stability, access and equity, affordability, intellectual property, safety and reliability of supply, and countries' capacity to adapt to market changes are all elements of security of supply. Based ",
168,pubmed,The art of partnerships for vaccines.,2020,Vaccine,10.1016/j.vaccine.2019.07.088,31447125,"The Developing Countries Vaccine Manufacturers Network (DCVMN) convened vaccine manufacturing experts and leaders from local and global public health organizations for its 19th Annual General Meeting. Lectures and panel discussions centered on international cooperation for better access to vaccines, and partnerships in areas ranging from vaccine research and process development, to clinical studies, regulatory, supply chain and emergency preparedness and response. Global vaccine market trends and changes that will impact vaccine financing and procurement methods were discussed as well as capit",
169,pubmed,Why Are Biosimilars Not Living up to Their Promise in the US?,2020,AMA journal of ethics,10.1001/amajethics.2019.668,31397662,"Biologics are among the most expensive prescription drugs in the United States, posing significant barriers to patient access to necessary treatments. An abbreviated approval pathway for biosimilars, near-identical versions of biologics made by different manufacturers, was created by Congress in 2010 to stimulate competition in hopes of driving down costs and expanding access. However, as of February 2019, only 17 biosimilars have been approved, with only 7 currently on the market. Of the few biosimilars currently available to patients, overall utilization has been limited. This article examin",
170,pubmed,Shaping markets to benefit global health - A 15-year history and lessons learned from the pentavalent vaccine market.,2020,Vaccine: X,10.1016/j.jvacx.2019.100033,31384748,"Market shaping for health products used in lower-income countries strives to benefit public health. As a funder of vaccines, Gavi, The Vaccine Alliance (Gavi) has goals for its market shaping efforts, achieved through a strategy developed and implemented by the Gavi Secretariat, UNICEF, the World Health Organization (WHO) and the Bill & Melinda Gates Foundation (BMGF). A case-study of Gavi's fifteen-year engagement with a vaccine against diphtheria, tetanus, pertussis, hepatitis B and ",
171,pubmed,Systematic review of the performance and clinical utility of point of care HIV-1 RNA testing for diagnosis and care.,2020,PloS one,10.1371/journal.pone.0218369,31246963,"Point of-care (POC) HIV-1 RNA tests which are accurate and easy to use with limited infrastructure are needed in resource-limited settings (RLS). We systematically reviewed evidence of POC test performance compared to laboratory-based HIV-1 RNA assays and the potential utility of these tests for diagnosis and care in RLS. Studies published up to July 2018 were identified by a search of PUBMED, EMBASE, Web of Science, CINAHL and Cochrane Central Register of Controlled Trials. Studies evaluating the use of POC HIV-1 RNA testing for early infant diagnosis (EID), acute HIV infection (AHI) diagnosi",
172,pubmed,"A randomized, open-labelled, non-inferiority phase 4 clinical trial to evaluate the immunogenicity and safety of the live, attenuated, oral rotavirus vaccine, ROTAVAC® in comparison with a licensed rotavirus vaccine in healthy infants.",2020,Vaccine,10.1016/j.vaccine.2019.05.069,31178377,"ROTAVAC® (nHRV), derived naturally from the human 116E rotavirus (RV) neonatal strain, was licensed in India in 2015 based on promising results of a phase 3, safety and efficacy vaccine trial. As a pre-requisite for WHO prequalification, we compared the immunogenicity and safety of ROTAVAC® to those of a WHO-prequalified, Rotarix®. We conducted a multicentre, open-labeled, randomized phase 4 clinical trial where 464 infants, 6-8 weeks of age were equally randomized to receive as licensed, the complete regimen of ROTAVAC® (3 doses; Group I) or Rotarix® (2 doses; Group II). Antibody responses (s",
173,pubmed,Program evaluation of an ORS and zinc scale-up program in 8 Nigerian states.,2019,Journal of global health,10.7189/jogh.09.010502,31073399,"In Nigeria, diarrhea is the second leading killer of children under five. Between 2012-2017, the Clinton Health Access Initiative, Inc. (CHAI) and the Government of Nigeria implemented a comprehensive program in eight states aimed at increasing the percentage of children under five with diarrhea who were treated with zinc and oral rehydration solution (ORS). The program addressed demand, supply, and policy barriers to ORS and zinc uptake through interventions in both public and private sectors. The interventions included: (1) policy revision and partner coordination; (2) market shaping to impr",
174,pubmed,Mutual recognition in the European system: A blueprint for increasing access to medicines?,2020,Regulatory toxicology and pharmacology : RTP,10.1016/j.yrtph.2019.05.004,31071381,"The European regulatory system for approval of medicinal products is globally recognised as a unique platform for regulatory work-sharing and mutual recognition. As such, it potentially serves as a role model for regulatory capacity building worldwide. While focusing on mutual recognition and decentralised procedures, this paper illustrates key success factors and structures allowing for the reliance-based authorisation of medicines in the European Economic Area from the perspective of a national regulatory authority (NRA). This paper presents major challenges in fulfilling the requirements fo",
175,pubmed,Relevance of a skilled vascular surgeon and optimized facility practices in the long-term patency of arteriovenous fistulas: a prospective study.,2020,Jornal brasileiro de nefrologia,10.1590/2175-8239-JBN-2018-0125,31063174,"Arteriovenous fistulas (AVF) are the best hemodialysis vascular accesses, but their failure rate remains high. Few studies have addressed the role of the vascular surgeon's skills and the facility's practices. We aimed to study these factors, with the hypothesis that the surgeon's skills and facility practices would have an important role in primary failure and patency rates at 12 months, respectively. This was a single-center, prospective cohort study carried out from March 2005 to March 2017. Only incident patients were included. A single surgeon made all AVFs, either in the forearm (lower) ",
176,pubmed,The Discriminatory Power of the BCS-Based Biowaiver: A Retrospective With Focus on Essential Medicines.,2020,Journal of pharmaceutical sciences,10.1016/j.xphs.2019.04.030,31059698,"This article summarizes historic developments, recent expert opinions, and (currently) unresolved challenges concerning the Biopharmaceutics Classification System (BCS)-based Biowaiver. An overview of approval statistics and application potential, case examples addressing the discriminatory power of the procedure, as well as an outlook on possible refinements in the future are provided and critically discussed. Over the last decade, regulatory guidance documents have been harmonized, for example, following scientific consent on allowing biowaivers for BCS class III drugs, making over 50% of or",
177,pubmed,Surface phase transitions in ice: from fundamental interactions to applications.,2020,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",10.1098/rsta.2018.0261,30982455,"Interfaces divide all phases of matter and yet in most practical settings it is tempting to ignore their energies and the associated implications. There are many reasons for this, not the least of which is the introduction of a new pair of canonically conjugate variables-interfacial energy and its counterpart the surface area. A key set of questions surrounding the treatment of multiphase flows concerns how and when we must account for such effects. I begin this discussion with an abbreviated review of the basic theory of lower-dimensional phase transitions and describe a range of situations i",
178,pubmed,The Self-Testing AfRica (STAR) Initiative: accelerating global access and scale-up of HIV self-testing.,2020,Journal of the International AIDS Society,10.1002/jia2.25249,30907517,"HIV self-testing (HIVST) was first proposed as an additional option to standard HIV testing services in the 1980s. By 2015, two years after the first HIVST kit was approved for the American market and the year in which Unitaid invested in the ""HIV Self-Testing AfRica (STAR) Initiative,"" HIVST remained unexplored with negligible access in low- and middle-income countries (LMIC). However, rapid progress had been made. This commentary outlines the interlinked market, regulatory and policy barriers that had inhibited product development and kept HIVST out of LMIC policy. We detail the components o",
179,pubmed,Global Vector Control Guidelines - The Need For Co-Creation.,2019,Trends in parasitology,10.1016/j.pt.2018.12.003,30658891,"In response to the global expansion and re-emergence of vector-borne diseases, WHO launched the Global Vector Control Response program in 2017. The aim is to strengthen vector control through increased capacity, innovation, improved surveillance, better coordination, and integrated action. Will this new approach overcome the failings of previous initiatives?",
180,pubmed,EMBL2checklists: A Python package to facilitate the user-friendly submission of plant and fungal DNA barcoding sequences to ENA.,2019,PloS one,10.1371/journal.pone.0210347,30629718,"The submission of DNA sequences to public sequence databases is an essential, but insufficiently automated step in the process of generating and disseminating novel DNA sequence data. Despite the centrality of database submissions to biological research, the range of available software tools that facilitate the preparation of sequence data for database submissions is low, especially for sequences generated via plant and fungal DNA barcoding. Current submission procedures can be complex and prohibitively time expensive for any but a small number of input sequences. A user-friendly software tool",
181,pubmed,A Survey of the Regulatory Requirements for the Acceptance of Foreign Comparator Products by Participating Regulators and Organizations of the International Generic Drug Regulators Programme.,2020,"Journal of pharmacy & pharmaceutical sciences : a publication of the Canadian Society for Pharmaceutical Sciences, Societe canadienne des sciences pharmaceutiques",10.18433/jpps30215,30599818,"The acceptance of foreign comparator products is the most limiting factor for the development and regulatory assessment of generic medicines marketed globally. Bioequivalence studies have to be repeated with the local comparator products of each jurisdiction because it is unknown if the comparators of the different countries are the same product, with the consequent duplication of efforts by regulators and industry alike. The regulatory requirements on the acceptability of foreign comparator products of oral dosage forms differ between countries participating in the Bioequivalence Working Grou",
182,pubmed,"Randomized trial to evaluate contraceptive efficacy, safety and acceptability of a two-rod contraceptive implant over 4 years in the Dominican Republic.",2022,Contraception: X,10.1016/j.conx.2019.100006,32494772,"Sino-implant (II) is a contraceptive implant that had a commodity price one-third of the competing products a decade ago. To make Sino-implant (II) more widely available, we conducted a trial to collect safety and efficacy data required for World Health Organization (WHO) prequalification, a quality standard allowing global donors to procure a pharmaceutical product. This was a randomized controlled trial allocating 650 participants to either Sino-implant (II) or Jadelle®. Participants were seen at 1 and 6 months, and then semiannually. The primary efficacy measure was the pregnancy Pearl Inde",
183,pubmed,Intersections Between Systems Thinking and Market Shaping for Assistive Technology: The SMART (Systems-Market for Assistive and Related Technologies) Thinking Matrix.,2019,International journal of environmental research and public health,10.3390/ijerph15122627,30477141,"The Sustainable Development Goals (SDGs) aspire to ""leave no-one behind"". Universal access to assistive products is a critical link between the realization of the SDGs and those most likely to be left behind. However, assistive technology provision in many countries, particularly low- and middle-income countries, has traditionally been conducted through small-scale local providers, manufacturing products of varying degrees of quality at a limited price range. An effective way to scale these production and provision enterprises to the required level is needed to close the gap between available ",
184,pubmed,Current market and regulatory landscape of biosimilars.,2020,The American journal of managed care,,30452213,"The introduction of biologic therapies has improved the treatment landscape for multiple diseases, particularly in the areas of oncology, rheumatology, and endocrinology. Although they are effective, biologics are associated with increased costs that result in economic burden for healthcare professionals and patients. Biosimilars are biologic medical products that are almost an identical copy of the original product. There are differences in the regulatory requirements for the original biologic product and a biosimilar, as biosimilars gain FDA approval through an abbreviated approval pathway. ",
185,pubmed,Optimized Medical Product Regulation in Mexico: A Win-Win for Public and Economic Health.,2020,Therapeutic innovation & regulatory science,10.1177/2168479017701503,30227102,"Medicines regulators, while performing a vital public health activity, are often perceived as both negative cost centers for governments and as impediments to innovation and economic development. The Mexican government recently undertook a regulatory optimization program focused on transforming the Mexican medicines regulatory pathway into one that is efficient, value-added, aligned with international norms, resource accountable, and one that protects and promotes public health, while also facilitating economic development. To facilitate the implementation of a new national access to medicines",
186,pubmed,It Is Time to Move Beyond the Linear No-Threshold Theory for Low-Dose Radiation Protection.,2023,Dose-response : a publication of International Hormesis Society,10.1177/1559325818779651,30013457,"The US Environmental Protection Agency (USEPA) is the primary federal agency responsible for promulgating regulations and policies to protect people and the environment from ionizing radiation. Currently, the USEPA uses the linear no-threshold (LNT) model to estimate cancer risks and determine cleanup levels in radiologically contaminated environments. The LNT model implies that there is no safe dose of ionizing radiation; however, adverse effects from low dose, low-dose rate (LDDR) exposures are not detectable. This article (1) provides the scientific basis for discontinuing use of the LNT mo",
187,pubmed,"30th Annual Drug Information Association (DIA) Europe 2018 (April 17-19, 2018 - Basel, Switzerland).",2018,"Drugs of today (Barcelona, Spain : 1998)",10.1358/dot.2018.54.5.2828185,29911697,"The Drug Information Association (DIA) Europe held its annual meeting from April 17-19, 2018, in Basel, Switzerland. The key topics discussed in the 3-day meeting were related to pharmacovigilance, clinical development, patient engagement, data and data standards, preclinical development and early-phase clinical research, regulatory science, translational medicine and science, and value and access. The program was principally focused on the current opportunities and future landscape of the healthcare system as a result of the increasingly innovative technologies and effective utilization of bi",
188,pubmed,Impact of the US Food and Drug Administration registration of antiretroviral drugs on global access to HIV treatment.,2022,BMJ global health,10.1136/bmjgh-2017-000651,29862054,"Since 2004, the US Food and Drug Administration's (USFDA) dedicated drug review process in support of President's Emergency Plan for AIDS Relief (PEPFAR) has made safe, effective and quality antiretrovirals (ARVs) available for millions of patients. Furthermore, the WHO and Global Fund to Fight AIDS, Tuberculosis and Malaria (Global Fund) can add the USFDA-reviewed products to their respective formularies, through a novel process of 'one-way reliance'. We assessed the number of ARVs made available through WHO and Global Fund based on the USFDA review. We conducted a cross-sectional study of al",
189,pubmed,Bayesian methods for analysis of biosimilar phase III trials.,2019,Statistics in medicine,10.1002/sim.7814,29797335,"A biologic is a product made from living organisms. A biosimilar is a new version of an already approved branded biologic. Regulatory guidelines recommend a totality-of-the-evidence approach with stepwise development for a new biosimilar. Initial steps for biosimilar development are (a) analytical comparisons to establish similarity in structure and function followed by (b) potential animal studies and a human pharmacokinetics/pharmacodynamics equivalence study. The last step is a phase III clinical trial to confirm similar efficacy, safety, and immunogenicity between the biosimilar and the bi",
190,pubmed,Strengthening Health Products Regulatory Systems to Enhance Access to Quality Health Products in the Asia-Pacific.,2019,Therapeutic innovation & regulatory science,10.1177/2168479018769285,29714589,"Asia-Pacific is a region of fast growing opportunity for biomedical research and marketing of new health products by pharmaceutical and medical device companies. While national regulatory authorities have the responsibility to ensure timely access to innovative, effective, and safe therapies, many face capacity and resource constraints that limit their ability to guarantee a robust regulatory system capable of licensing and monitoring novel medicines and medical devices, and tackling substandard and falsified products. The region's regulatory landscape is also fragmented with country-specific ",
191,pubmed,A qualitative assessment of the challenges of WHO prequalification for anti-malarial drugs in China.,2019,Malaria journal,10.1186/s12936-018-2303-8,29615066,"While China is a major manufacturer of artemisinin and its derivatives, it lags as a global leader in terms of the total export value of anti-malarial drugs as finished pharmaceutical products ready for marketing and use by patients. This may be due to the limited number of World Health Organization (WHO) prequalified anti-malarial drugs from China. Understanding the reasons for the slow progress of WHO prequalification (PQ) in China can help improve the current situation and may lead to greater efforts in malaria eradication by Chinese manufacturers. In-depth interviews were conducted in Chin",
192,pubmed,Typhoid conjugate vaccine gets WHO prequalification.,2019,The Lancet. Infectious diseases,10.1016/S1473-3099(18)30087-2,29485093,,
193,pubmed,"Practice insights on patient care-management overview for chemoradiation toxic mucositis-guidelines, guideline-supported therapies and high potency polymerized cross-linked sucralfate (ProThelial).",2019,Journal of oncology pharmacy practice : official publication of the International Society of Oncology Pharmacy Practitioners,10.1177/1078155218758864,29460703,"To offer a practice insight for the management of chemoradiation toxic mucositis. Review chemoradiation toxic mucositis, its pathobiology and breadth of symptom presentation. Review mucositis guidelines and guideline-supported anti-mucositis therapies. Offer guidance on guidelines and an abbreviated review of high potency cross-linked sucralfate for management of chemoradiation toxic mucositis. There are six major mucositis guidelines but only one that is current and regularly updated. Guidelines from the Multinational Association Supportive Cancer Care suggest 14 interventions gleaned from co",
194,pubmed,"Field evaluation of the safety, acceptability, and feasibility of early infant male circumcision using the AccuCirc device.",2018,PloS one,10.1371/journal.pone.0191501,29444116,"As countries scale up adult voluntary medical male circumcision (VMMC) for HIV prevention, they are looking ahead to long term sustainable strategies, including introduction of early infant male circumcision (EIMC). Although a number of devices for EIMC are prequalified by the World Health Organization, evaluation of additional devices can provide policy-makers and clinicians the information required to make informed decisions. We undertook a field evaluation of the safety and acceptability of the AccuCirc device in Kisumu County, Kenya. Procedures were performed by four trained clinicians in ",
195,pubmed,Uremic Solute-Aryl Hydrocarbon Receptor-Tissue Factor Axis Associates with Thrombosis after Vascular Injury in Humans.,2019,Journal of the American Society of Nephrology : JASN,10.1681/ASN.2017080929,29343519,"Individuals with CKD are particularly predisposed to thrombosis after vascular injury. Using mouse models, we recently described indoxyl sulfate, a tryptophan metabolite retained in CKD and an activator of tissue factor (TF) through aryl hydrocarbon receptor (AHR) signaling, as an inducer of thrombosis across the CKD spectrum. However, the translation of findings from animal models to humans is often challenging. Here, we investigated the uremic solute-AHR-TF thrombosis axis in two human cohorts, using a targeted metabolomics approach to probe a set of tryptophan products and high-throughput a",
196,pubmed,"Scaling up HIV self-testing in sub-Saharan Africa: a review of technology, policy and evidence.",2019,Current opinion in infectious diseases,10.1097/QCO.0000000000000426,29232277,"HIV self-testing (HIVST) can provide complementary coverage to existing HIV testing services and improve knowledge of status among HIV-infected individuals. This review summarizes the current technology, policy and evidence landscape in sub-Saharan Africa and priorities within a rapidly evolving field. HIVST is moving towards scaled implementation, with the release of WHO guidelines, WHO prequalification of the first HIVST product, price reductions of HIVST products and a growing product pipeline. Multicountry evidence from southern and eastern Africa confirms high feasibility, acceptability a",
197,pubmed,Medicines Regulation in Africa: Current State and Opportunities.,2022,Pharmaceutical medicine,10.1007/s40290-017-0210-x,29200865,"Sound regulatory systems are critical for protecting public health against use of medical products which do not meet international standards of quality, safety and efficacy. This review provides a summary of the current status of National Medicines Regulatory Authorities (NMRAs) in Africa, and various initiatives that have been established to improve their performance. All countries in Africa (except Sahrawi Republic), have NMRAs but their organizational set-up and functionality is variable. Some are located within Ministries of Health and others are semi-autonomous. There is progressive impro",
